video_id,influencer,platform,main_topic,content_type,content_format,nj_relevance_score,local_vs_universal,tone,target_audience,production_quality,originality_score,analysis_confidence
3738314940893636296,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and fashion,lifestyle,vlog,0.9,regional,inspirational,"Young professionals and women in New Jersey interested in fashion, beauty, and local social scenes.",high,0.7,0.2
3739009990527058317,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and dining,promotion,vlog,1.0,regional,inspirational,NJ residents and young professionals in the tri-state area,high,0.7,0.85
3739950174546435057,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,New Jersey residents and young professionals in the Tri-State area,high,0.7,0.8
3741394481635670830,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and aesthetics,lifestyle,vlog,0.9,regional,inspirational,Young professionals and Gen Z residents in the North Jersey/NYC area,high,0.7,0.5
3741962797086333891,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,NJ residents and young professionals in the Tri-State area,high,0.7,0.5
3742637627405254935,Aiyana Figueroa _aiyanafig,instagram,Lifestyle and beauty in NJ,lifestyle,vlog,0.85,regional,inspirational,Young professionals and fashion-conscious residents in the NJ/NYC metro area,high,0.6,0.4
3744032972462933420,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,NJ residents and young professionals in the Tri-State area,high,0.7,0.5
3745493682023864545,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and dining,lifestyle,vlog,0.9,regional,casual,Young professionals and Gen Z residents of Northern New Jersey,high,0.6,0.4
3747705817319661212,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and fashion,lifestyle,montage,0.9,local,inspirational,Young professionals in Northern New Jersey and the NYC metro area,high,0.7,0.3
3748431536064614537,Aiyana Figueroa _aiyanafig,instagram,New Jersey Lifestyle and Fashion,lifestyle,other,0.8,regional,inspirational,Gen Z and Millennial residents of New Jersey and the NYC metro area interested in fashion and beauty.,high,0.6,0.2
3749137272281253654,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,regional,inspirational,"NJ residents, young professionals in the Tri-State area, and food enthusiasts",high,0.75,0.8
3749834504101982577,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,NJ residents and young professionals in the Tri-State area,high,0.7,0.4
3750630493075875513,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,casual,Millennial and Gen Z New Jersey residents and tri-state area commuters,high,0.75,0.85
3750815360161469816,Aiyana Figueroa _aiyanafig,instagram,Lifestyle and beauty content,lifestyle,vlog,0.8,regional,casual,Young women and Gen Z in the NJ/NY area interested in beauty and lifestyle,high,0.7,0.8
3751315300713264120,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and fashion,lifestyle,montage,0.9,regional,inspirational,Young professionals and Gen Z residents in the NJ/NYC metropolitan area,high,0.7,0.3
3752068073817906170,Aiyana Figueroa _aiyanafig,instagram,New Jersey Lifestyle and Aesthetics,lifestyle,vlog,0.9,local,casual,"Gen Z and Millennial New Jersey residents interested in fashion, food, and social trends",high,0.7,0.6
3752805806149032653,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and fashion,lifestyle,vlog,0.9,regional,inspirational,Young adults and women residing in the NJ/NYC tri-state area,high,0.7,0.6
3754975152387938413,Aiyana Figueroa _aiyanafig,instagram,Fitness and Lifestyle Content,lifestyle,montage,0.85,regional,inspirational,Young adults and fitness enthusiasts in the New Jersey/New York area,high,0.6,0.7
3755621229277483950,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,casual,"Millennial and Gen Z mothers, women living in New Jersey and the NYC metro area.",high,0.6,0.3
3758638021294509565,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,inspirational,Millennial parents and young women in Northern New Jersey,high,0.7,0.4
3760792247420417867,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and fashion,lifestyle,vlog,0.9,local,casual,Gen Z and Millennial New Jersey residents interested in fashion and beauty,high,0.6,0.2
3762947518984976968,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and fashion,lifestyle,vlog,0.9,regional,casual,Young adults and women in the NJ/NYC tri-state area interested in fashion and local trends,high,0.7,0.5
3764386975688178850,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and young professionals in the Tri-state area,high,0.7,0.5
3765131553903563587,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,regional,inspirational,Millennials and Gen Z residents in North Jersey looking for social activities,high,0.7,0.6
3767995199700110184,Aiyana Figueroa _aiyanafig,instagram,Lifestyle and Aesthetic Visuals,lifestyle,vlog,0.85,regional,casual,Young women in New Jersey and the Tri-state area interested in fashion and beauty,high,0.6,0.4
3768757881890520298,Aiyana Figueroa _aiyanafig,instagram,Insufficient content data provided,lifestyle,other,0.8,regional,casual,Young adults in Northern New Jersey and NYC metro area,high,0.5,0.1
3770175300403467940,Aiyana Figueroa _aiyanafig,instagram,New Jersey lifestyle and fashion,lifestyle,vlog,0.95,regional,casual,Millennial and Gen Z women in Northern New Jersey,high,0.7,0.6
3686692364937218051,Bobby bobbyzworld90,instagram,New Jersey shore lifestyle,lifestyle,vlog,0.9,regional,casual,Young adults in New Jersey and fans of Jersey Shore culture,medium,0.5,0.3
3686893858480399375,Bobby bobbyzworld90,instagram,New Jersey lifestyle culture,entertainment,vlog,0.9,local,casual,New Jersey residents and Jersey Shore tourists,medium,0.5,0.1
3686932182490077560,Bobby bobbyzworld90,instagram,New Jersey street culture,entertainment,vlog,1.0,local,casual,"New Jersey residents, specifically from urban areas like Jersey City and Newark",low,0.8,0.7
3688147337000735659,Bobby bobbyzworld90,instagram,New Jersey local culture,lifestyle,vlog,1.0,local,casual,New Jersey residents and local food enthusiasts,medium,0.7,0.4
3688282037181412080,Bobby bobbyzworld90,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,casual,New Jersey residents and food enthusiasts looking for local recommendations,medium,0.8,0.8
3699771066176288448,Bobby bobbyzworld90,instagram,New Jersey urban lifestyle,entertainment,vlog,0.95,local,casual,"North Jersey residents, specifically those from urban areas like Paterson",low,0.7,0.3
3700782718384456801,Bobby bobbyzworld90,instagram,Insufficient data for analysis,other,other,0.0,universal,casual,General social media users,low,0.0,0.1
3703725776877002594,Bobby bobbyzworld90,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,regional,casual,New Jersey residents and tri-state area food enthusiasts,medium,0.7,0.8
3708500416483063069,Bobby bobbyzworld90,instagram,New Jersey street journalism,news,vlog,1.0,local,casual,North Jersey residents and those interested in urban street culture,low,0.85,0.5
3713654776354945955,Bobby bobbyzworld90,instagram,New Jersey urban culture,lifestyle,vlog,1.0,local,casual,Residents of Paterson and the surrounding North Jersey urban areas,low,0.8,0.3
3715766643181337983,Bobby bobbyzworld90,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,casual,New Jersey residents and local food enthusiasts,medium,0.7,0.2
3716715928949453644,Bobby bobbyzworld90,instagram,Jersey Shore lifestyle and culture,lifestyle,vlog,1.0,local,casual,New Jersey residents and summer tourists,medium,0.7,0.5
3723057450804431646,Bobby bobbyzworld90,instagram,Inconclusive due to missing data,other,other,0.0,universal,casual,General social media users,low,0.0,0.1
3723247068308931334,Bobby bobbyzworld90,instagram,North Jersey urban lifestyle,lifestyle,vlog,1.0,local,casual,"Residents of Paterson and urban North Jersey, specifically young adults interested in street culture",low,0.85,0.4
3726937072340138240,Bobby bobbyzworld90,instagram,New Jersey local lifestyle,lifestyle,vlog,1.0,local,casual,New Jersey residents and Jersey Shore summer visitors,medium,0.7,0.4
3736791246015929038,Bobby bobbyzworld90,instagram,New Jersey local lifestyle,lifestyle,vlog,1.0,local,casual,New Jersey residents and local food enthusiasts,medium,0.7,0.2
3740333265808082892,Bobby bobbyzworld90,instagram,North Jersey community and lifestyle,lifestyle,vlog,1.0,local,casual,"Residents of North Jersey, specifically the Paterson area and the urban NJ diaspora",medium,0.8,0.5
3741177342686502055,Bobby bobbyzworld90,instagram,Jersey Shore lifestyle and culture,lifestyle,vlog,1.0,local,casual,"New Jersey residents, young adults, and Jersey Shore visitors",medium,0.7,0.4
3748977132698698912,Bobby bobbyzworld90,instagram,Insufficient data for analysis,other,other,0.0,universal,casual,Followers of bobbyzworld90 in New Jersey,low,0.0,0.0
3749701189912053153,Bobby bobbyzworld90,instagram,Insufficient data for specific analysis,other,other,0.0,local,casual,General NJ residents and followers of Bobbyzworld90,low,0.0,0.1
3752615912928249076,Bobby bobbyzworld90,instagram,New Jersey local exploration,lifestyle,vlog,1.0,local,casual,New Jersey residents and tri-state area travelers,medium,0.7,0.1
3753480040576317958,Bobby bobbyzworld90,instagram,North Jersey local food,lifestyle,vlog,1.0,regional,casual,Hudson County residents and New Jersey food enthusiasts,medium,0.8,0.7
3753556148277557808,Bobby bobbyzworld90,instagram,New Jersey lifestyle and culture,lifestyle,vlog,1.0,local,casual,New Jersey residents and Shore area tourists,medium,0.7,0.4
3754118423031953144,Bobby bobbyzworld90,instagram,North Jersey lifestyle and culture,entertainment,vlog,1.0,local,casual,New Jersey residents and the Italian-American community,medium,0.7,0.2
3755124382143455966,Bobby bobbyzworld90,instagram,New Jersey lifestyle and culture,entertainment,vlog,1.0,regional,humorous,"New Jersey residents, NJ expats, and Tri-state area locals",medium,0.7,0.8
3755178986117906738,Bobby bobbyzworld90,instagram,New Jersey urban street life,lifestyle,vlog,1.0,local,casual,New Jersey residents and those interested in urban street culture,low,0.8,0.3
3755847491804828397,Bobby bobbyzworld90,instagram,New Jersey lifestyle and culture,lifestyle,vlog,1.0,local,casual,"New Jersey residents, particularly in Hudson County and the North Jersey area",medium,0.7,0.5
3756322188636027653,Bobby bobbyzworld90,instagram,New Jersey lifestyle humor,entertainment,vlog,1.0,local,humorous,New Jersey residents and the NJ diaspora,medium,0.8,0.7
3756649389134823764,Bobby bobbyzworld90,instagram,New Jersey cultural comedy,entertainment,skit,1.0,regional,humorous,"New Jersey and New York residents, specifically those familiar with Italian-American tropes",medium,0.85,0.8
3756678160516712067,Bobby bobbyzworld90,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,casual,New Jersey residents and local food enthusiasts,medium,0.7,0.5
3756997497567915598,Bobby bobbyzworld90,instagram,New Jersey local lifestyle,lifestyle,vlog,1.0,local,casual,New Jersey residents and local food enthusiasts,medium,0.7,0.3
3757071071304488849,Bobby bobbyzworld90,instagram,New Jersey lifestyle and culture,lifestyle,vlog,1.0,local,casual,"NJ residents, commuters, and fans of Jersey Shore culture",medium,0.7,0.6
3757168729256970786,Bobby bobbyzworld90,instagram,New Jersey local culture,lifestyle,vlog,1.0,local,casual,New Jersey residents and the NJ diaspora interested in food and local vibes,medium,0.7,0.5
3757474893802630857,Bobby bobbyzworld90,instagram,Insufficient data for analysis,other,other,0.0,universal,casual,General social media users,low,0.0,0.0
3757867080235428401,Bobby bobbyzworld90,instagram,Insufficient data for specific topic,entertainment,other,0.8,local,casual,NJ residents and followers of local NJ social media personalities,medium,0.5,0.1
3758078112430129379,Bobby bobbyzworld90,instagram,Urban New Jersey lifestyle,lifestyle,vlog,1.0,local,casual,"New Jersey residents, particularly those in Newark and surrounding urban areas interested in local food and culture",medium,0.85,0.5
3758407310306779931,Bobby bobbyzworld90,instagram,New Jersey street culture,lifestyle,vlog,1.0,local,casual,North Jersey residents and urban culture enthusiasts,low,0.8,0.6
3758610093009118105,Bobby bobbyzworld90,instagram,New Jersey luxury lifestyle,lifestyle,vlog,0.9,local,casual,New Jersey residents and luxury car/real estate enthusiasts,high,0.6,0.7
3758976015365232772,Bobby bobbyzworld90,instagram,NJ local business spotlight,promotion,vlog,1.0,local,casual,"New Jersey residents, local foodies, and urban lifestyle enthusiasts",medium,0.7,0.8
3759240618393599670,Bobby bobbyzworld90,instagram,NJ urban community life,lifestyle,vlog,0.95,local,casual,North Jersey residents and those interested in urban street culture,medium,0.85,0.3
3759326332284158727,Bobby bobbyzworld90,instagram,Insufficient data for analysis,entertainment,other,0.0,local,casual,General followers of NJ-based social media influencers,low,0.0,0.1
3759901288449539526,Bobby bobbyzworld90,instagram,New Jersey lifestyle and culture,lifestyle,vlog,1.0,regional,casual,"NJ residents, Italian-Americans, and people interested in tri-state area lifestyle",medium,0.7,0.4
3761429550346617921,Bobby bobbyzworld90,instagram,New Jersey lifestyle and humor,entertainment,vlog,1.0,local,humorous,Young adults in New Jersey and the tri-state area interested in 'Jersey Shore' aesthetics and local humor,medium,0.7,0.85
3763128024834346278,Bobby bobbyzworld90,instagram,Insufficient data for analysis,other,other,0.0,universal,informative,unknown,low,0.0,0.0
3765351525964129266,Bobby bobbyzworld90,instagram,New Jersey urban culture,entertainment,vlog,1.0,local,humorous,"NJ residents, particularly from urban areas, and those interested in tri-state street culture",medium,0.8,0.9
3767993160061522605,Bobby bobbyzworld90,instagram,New Jersey lifestyle and entertainment,lifestyle,vlog,1.0,local,casual,New Jersey residents and Jersey Shore tourists,medium,0.7,0.5
3769399199235397450,Bobby bobbyzworld90,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,casual,New Jersey residents and the Italian-American community interested in local food,medium,0.8,0.7
3769702948172264512,Bobby bobbyzworld90,instagram,New Jersey local food and lifestyle,lifestyle,vlog,1.0,local,casual,"New Jersey residents, foodies, and people interested in NJ culture",medium,0.7,0.8
3769796605252581560,Bobby bobbyzworld90,instagram,New Jersey lifestyle and culture,entertainment,talking_head,0.95,local,humorous,"NJ residents, former residents (diaspora), and young adults in the tri-state area",medium,0.75,0.3
